h2_ratio,Pmeoh,Tmeoh,reactor_mode,recycle_ratio,Vmeoh,Tdme,Pdme,xmeoh,xdme,n_trays1,n_trays2,feed_loc1,feed_loc2
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.532628676
3.520546875,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6112.304688,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,289.1953125,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.044921875,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.941611328,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,19.92882492,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,237.0996094,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1689.648438,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.537109375,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.658203125,53.13023438,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,65.15367188,13.17632813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,14.77007813,0.842489035,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.767708333,0.532628676
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.487591912
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857,300.6738281,1516.992188,0.423828125,0.673828125,53.13023438,13.17632813,0.842489035,0.532628676
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
3.534609375,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,10200.19531,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,260.0859375,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.923828125,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.946123047,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,17.69643329,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,248.1738281,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,2166.992188,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.923828125,0.158203125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.173828125,48.05367188,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,70.23023438,19.87007813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,18.27632813,0.922094298,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.68810307,0.605238971
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702,289.5996094,1039.648438,0.037109375,0.158203125,48.05367188,19.87007813,0.922094298,0.650275735
2.620546875,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,9362.304688,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,235.1953125,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.544921875,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.969111328,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,15.0856702,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,289.5996094,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,1039.648438,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.037109375,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.158203125,70.23023438,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,48.05367188,18.27632813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,19.87007813,0.68810307,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.922094298,0.650275735
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.605238971
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329,248.1738281,2166.992188,0.923828125,0.173828125,70.23023438,18.27632813,0.68810307,0.650275735
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
3.759609375,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,9387.695313,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,246.5859375,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.798828125,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.980498047,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,14.06406725,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,313.7988281,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1679.492188,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.298828125,0.783203125,60.87867187,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,74.50523437,18.59507813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,14.45132813,0.729111842,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.803892544,0.693474265
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152,250.2246094,1852.148438,0.662109375,0.783203125,60.87867187,18.59507813,0.729111842,0.503216912
2.845546875,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,5299.804688,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,194.6953125,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.669921875,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.975986328,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,13.87488152,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,250.2246094,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1852.148438,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.662109375,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.783203125,74.50523437,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,60.87867187,14.45132813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,18.59507813,0.803892544,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.729111842,0.503216912
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.693474265
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725,313.7988281,1679.492188,0.298828125,0.048828125,74.50523437,14.45132813,0.803892544,0.503216912
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
2.859609375,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,6137.695313,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,192.5859375,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.298828125,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.952998047,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.90722197,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,261.2988281,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1029.492188,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.798828125,0.283203125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.548828125,43.77867188,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,57.40523437,13.49507813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,19.55132813,0.883497807,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.649506579,0.575827206
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624,302.7246094,1202.148438,0.162109375,0.283203125,43.77867188,13.49507813,0.883497807,0.620863971
